Row name, Pearson Correlation
5S_rRNA|?|125of139_calculated, ---
5S_rRNA|?|126of139_calculated, ---
5S_rRNA|?|127of139_calculated, 0.21208362054586288
5S_rRNA|?|128of139_calculated, 0.01807533901681237
5S_rRNA|?|129of139_calculated, 0.0414492905210628
5S_rRNA|?|130of139_calculated, -0.06293510952839787
5S_rRNA|?|131of139_calculated, 0.1061529875869423
5S_rRNA|?|132of139_calculated, 0.1063451066719084
5S_rRNA|?|133of139_calculated, 0.026111003733885182
5S_rRNA|?|134of139_calculated, 0.017407082791352203
5S_rRNA|?|135of139_calculated, 0.07758542782838403
5S_rRNA|?|136of139_calculated, 0.07026628621843457
5S_rRNA|?|137of139_calculated, -0.024576596734591612
5S_rRNA|?|138of139_calculated, 0.09522104207228607
5S_rRNA|?|139of139_calculated, -0.080670342404438
AADACL3|126767_calculated, 0.10367586607983338
AADACL4|343066_calculated, -0.06007325400844916
AB007962|?_calculated, 0.006763823221820053
AB074166|?_calculated, -0.04764232442432148
AB1|?_calculated, -0.11890140970444045
ABCA4|24_calculated, -0.09609721015169062
ABCB10|23456_calculated, 0.40951737198388827
ABCD3|5825_calculated, 0.1389817948057523
ABL2|27_calculated, 0.46720552969564527
AC2|?_calculated, 0.01963944425506796
ACADM|34_calculated, -0.17321201958730253
ACAP3|116983_calculated, -0.09668420538685833
ACBD3|64746_calculated, 0.36247801325864343
ACBD6|84320_calculated, 0.25702643726968555
ACOT11|26027_calculated, -0.11676315002608904
ACOT7|11332_calculated, 0.15014701461658048
ACP6|51205_calculated, 0.1880893507962329
ACTA1|58_calculated, -0.08943562870622199
ACTL8|81569_calculated, 0.05494761197881915
ACTN2|88_calculated, -0.16367358550219854
ACTRT2|140625_calculated, 0.05322952693498385
ADAM15|8751_calculated, 0.24174977498694
ADAM30|11085_calculated, 0.0650791132407822
ADAMTS4|9507_calculated, 0.12582525119508495
ADAMTSL4|54507_calculated, -0.08745743015704661
ADAR|103_calculated, 1.0
ADCK3|56997_calculated, 0.1407566613470633
ADCY10|55811_calculated, 0.03975099634821341
ADC|113451_calculated, 0.12830981221518206
ADIPOR1|51094_calculated, 0.1684857429093072
ADORA1|134_calculated, 0.07997736254253335
ADORA3|140_calculated, 0.16175685759826489
ADPRHL2|54936_calculated, 0.2197774163321925
ADSS|159_calculated, 0.36043913749044165
AF086102|?_calculated, 0.028646561920851663
AF119915|?_calculated, -0.007102999443211172
AF268386|?_calculated, -0.21256285563731503
AF387615|?_calculated, 0.09525438221773827
AF420437|?|1of3_calculated, 0.1476713435245369
AF420437|?|2of3_calculated, -0.0218659964200678
AF420437|?|3of3_calculated, 0.07167066290713245
AF508906|?_calculated, -0.036834622876620926
AF508907|?_calculated, 0.19819583484030653
AGBL4|84871_calculated, 0.016536913465429806
AGL|178_calculated, 0.1849055196382075
AGMAT|79814_calculated, 0.12780973852507796
AGRN|375790_calculated, 0.3168737131016332
AGTRAP|57085_calculated, 0.11265788528392556
AGT|183_calculated, 0.13592414907318362
AHCTF1|25909_calculated, 0.4569294781892189
AHCYL1|10768_calculated, 0.08095485501512945
AHDC1|27245_calculated, -0.14078299817240106
AIDA|64853_calculated, 0.4121385326310324
AIM1L|55057_calculated, -0.13955406933955283
AIM2|9447_calculated, 0.18298545166411542
AJAP1|55966_calculated, 0.01127770252774375
AK023457|?_calculated, -0.26963057701208304
AK023809|?_calculated, -3.4224698789092465E-4
AK025140|?_calculated, 0.15669155761568423
AK025726|?_calculated, 0.07894897107378326
AK025975|?_calculated, 0.17092817472578414
AK054708|?_calculated, 0.20614271330698433
AK054726|?_calculated, -0.07231970641720208
AK055631|?_calculated, 0.0328555036751985
AK055746|?_calculated, 0.17126433937419858
AK055853|?_calculated, 0.0019359781592054996
AK055856|?_calculated, -0.004766560306277372
AK056431|?_calculated, -0.24948854111235416
AK056486|?_calculated, 0.1511570682865728
AK056556|?_calculated, 0.23567100026624851
AK057438|?_calculated, 0.1554251730371931
AK057554|?_calculated, 0.08288673498909076
AK090700|?_calculated, -0.058698825866243816
AK091688|?|2of2_calculated, ---
AK093214|?_calculated, -0.01065963663897521
AK093299|?_calculated, -0.07953260925183299
AK094156|?|1of2_calculated, 0.3293384282819895
AK094156|?|2of2_calculated, 0.11676013777913599
AK094607|?_calculated, 0.11931701300217866
AK094692|?_calculated, 0.10292762615767839
AK094916|?_calculated, 0.4740934879069146
AK095633|?_calculated, 0.12192684812979844
AK096291|?_calculated, -0.025825343447386497
AK096329|?_calculated, 0.06938251734759374
AK097193|?_calculated, -0.003800236611602733
AK097571|?_calculated, 0.09960225361822674
AK097722|?_calculated, -0.024927967897902886
AK097814|?_calculated, 0.08238755784682184
AK097921|?_calculated, 0.07728443837881506
AK098438|?_calculated, 0.028206258573106303
AK123177|?_calculated, 0.15094860055324275
AK123675|?_calculated, -0.2707369687629127
AK123834|?_calculated, 0.007852800157136136
AK124056|?_calculated, -0.014587082472706238
