gene,rpkm_normal,rpkm_tumoral,chromosome,p_or_q,locus
DNAJC21|134218_calculated,6.8918,6.5196,5,p,13-
FGF10|2255_calculated,4.8129,0.6441,5,p,13-
LIFR|3977_calculated,4.3743,1.8823,5,p,13-
GDNF|2668_calculated,0.6904,0.3771,5,p,13.1-
EGFLAM|133584_calculated,1.1747,0.8318,5,p,13.2-
RAI14|26064_calculated,16.838,10.1443,5,p,13.3-
HMGCS1|3157_calculated,14.546,26.5836,5,p,14-
TRIO|7204_calculated,11.4843,7.3037,5,p,14-
GHR|2690_calculated,3.037,0.566,5,p,14-
PRLR|5618_calculated,1.4008,1.8225,5,p,14-
GHR|?_calculated,0.0753,0.0081,5,p,14-
C9|735_calculated,0.02,0.0328,5,p,14-
MYO10|4651_calculated,9.7315,13.8922,5,p,15.1-
RXFP3|51289_calculated,0.0124,0.026,5,p,15.1-
DDX4|54514_calculated,0.0207,0.0767,5,p,15.2-
RPL37|6167_calculated,407.0476,494.3716,5,p,
CCDC152|100129792_calculated,79.8443,52.2255,5,p,
C7|730_calculated,78.6108,7.4752,5,p,
NDUFS6|4726_calculated,76.5113,112.0096,5,p,
DAP|1611_calculated,75.0956,104.8684,5,p,
GOLPH3|64083|1of2_calculated,56.0304,60.2798,5,p,
CCT5|22948_calculated,34.072,61.5746,5,p,
SUB1|10923_calculated,33.1239,43.2019,5,p,
SDHA|6389_calculated,31.95,48.0806,5,p,
CLPTM1L|81037_calculated,26.5682,40.5817,5,p,
ZFR|51663_calculated,25.1696,23.3622,5,p,
MRPL36|64979_calculated,24.7589,36.5573,5,p,
DAB2|1601_calculated,23.8008,13.0649,5,p,
SLC12A7|10723_calculated,22.7926,34.0945,5,p,
PRKAA1|5562_calculated,22.5975,24.2681,5,p,
TARS|6897_calculated,21.8663,35.295,5,p,
EXOC3|11336_calculated,21.0766,19.5716,5,p,
BASP1|10409_calculated,21.0527,17.7791,5,p,
MED10|84246_calculated,18.7112,22.7676,5,p,
PDCD6|10016_calculated,18.615,31.4446,5,p,
OSMR|9180_calculated,18.3897,12.5913,5,p,
NNT|23530_calculated,15.1339,15.2742,5,p,
LPCAT1|79888_calculated,14.7093,20.507,5,p,
ERBB2IP|55914_calculated,14.2865,12.0729,5,p,
MARCH6|10299_calculated,13.8914,14.8907,5,p,
PAIP1|10605_calculated,12.8889,15.7146,5,p,
OXCT1|5019_calculated,12.7106,9.3449,5,p,
ANKH|56172_calculated,12.3959,10.4393,5,p,
FYB|2533_calculated,12.0837,8.5703,5,p,
ZNF622|90441_calculated,11.9419,15.9194,5,p,
MTMR12|54545_calculated,11.642,9.5449,5,p,
CMBL|134147_calculated,11.5132,18.1574,5,p,
NSUN2|54888_calculated,11.2824,17.2692,5,p,
MTRR|4552_calculated,10.8883,10.9331,5,p,
C5orf51|285636_calculated,10.3142,9.507,5,p,
SLC9A3|6550_calculated,10.1507,21.8192,5,p,
PTGER4|5734_calculated,10.1244,8.7305,5,p,
FAM134B|54463_calculated,9.8266,9.3688,5,p,
FBXL7|23194_calculated,9.3837,2.375,5,p,
NIPBL|25836_calculated,9.2465,8.6605,5,p,
IL7R|3575_calculated,8.8266,5.8241,5,p,
AMACR|23600_calculated,8.6843,13.6188,5,p,
CCDC127|133957_calculated,8.6047,8.6487,5,p,
WDR70|55100_calculated,8.3176,8.6434,5,p,
PAPD7|11044_calculated,7.3615,7.9583,5,p,
C5orf22|55322_calculated,7.2892,8.7062,5,p,
NUP155|9631_calculated,7.1451,9.6435,5,p,
TPPP|11076_calculated,6.693,4.4681,5,p,
SKP2|6502_calculated,6.482,12.2839,5,p,
