gene,rpkm_normal,rpkm_tumoral,chromosome,p_or_q,locus
CREM|1390_calculated,5.5752,3.755,10,p,12.1-
ARMC4|55130_calculated,0.2879,0.0744,10,p,12.1-
BAMBI|25805_calculated,4.1065,16.5748,10,p,12.3-
GAD2|2572_calculated,0.0356,0.0157,10,p,13-
UPF2|26019_calculated,9.8341,9.004,10,p,14-
STAM|8027_calculated,7.1768,8.1639,10,p,14-
PTPLA|9200_calculated,3.8106,0.9463,10,p,14-
AKR1C3|8644_calculated,17.8058,31.5233,10,p,15-
GTPBP4|23560_calculated,10.6999,15.8077,10,p,15-
AKR1C2|1646_calculated,2.7344,7.6763,10,p,15-
IL2RA|3559_calculated,2.2674,2.5333,10,p,15-
KIN|22944_calculated,1.55,1.603,10,p,15-
PFKP|5214_calculated,16.6893,26.842,10,p,15.3-
VIM|7431_calculated,588.2435,312.5335,10,p,
ITGB1|3688_calculated,139.6611,85.8273,10,p,
GDI2|2665_calculated,85.7222,117.9322,10,p,
ATP5C1|509_calculated,84.8192,120.9665,10,p,
SVIL|6840_calculated,64.0463,10.3187,10,p,
KIF5B|3799_calculated,52.6587,49.2017,10,p,
KLF6|1316_calculated,41.606,37.3492,10,p,
NET1|10276_calculated,37.0009,47.8197,10,p,
RAB18|22931_calculated,30.5114,26.1404,10,p,
OPTN|10133_calculated,26.7257,25.0974,10,p,
WAC|51322_calculated,25.5547,22.2229,10,p,
ZEB1|6935_calculated,23.8657,4.8312,10,p,
COMMD3-BMI1|100532731_calculated,23.1126,22.5149,10,p,
ZMYND11|10771_calculated,21.9566,14.1219,10,p,
YME1L1|10730_calculated,21.0542,23.3863,10,p,
PLXDC2|84898_calculated,20.0149,9.1905,10,p,
FAM107B|83641_calculated,19.8746,24.7167,10,p,
NUDT5|11164_calculated,19.5862,35.1183,10,p,
PHYH|5264_calculated,19.5857,18.6213,10,p,
ABI1|10006_calculated,19.5794,23.0456,10,p,
RSU1|6251_calculated,19.1858,13.6882,10,p,
MSRB2|22921_calculated,18.9394,15.4849,10,p,
CDC123|8872_calculated,18.9035,27.3075,10,p,
FBXO18|84893_calculated,17.7421,17.6419,10,p,
CCNY|219771_calculated,17.567,16.4351,10,p,
PIP4K2A|5305_calculated,16.8064,10.5613,10,p,
DNAJC1|64215_calculated,15.8927,20.8515,10,p,
PITRM1|10531_calculated,15.5717,16.3914,10,p,
ITIH5|80760_calculated,15.168,2.9791,10,p,
NRP1|8829_calculated,13.6246,7.8699,10,p,
ITGA8|8516_calculated,13.204,2.0967,10,p,
FAM171A1|221061_calculated,13.078,12.7664,10,p,
PFKFB3|5209_calculated,12.9026,15.8994,10,p,
LARP4B|23185_calculated,12.77,17.131,10,p,
ARHGAP21|57584_calculated,11.935,11.6232,10,p,
MPP7|143098_calculated,11.8033,5.354,10,p,
RBM17|84991_calculated,11.7422,14.2404,10,p,
ARHGAP12|94134_calculated,11.6246,14.5823,10,p,
CCDC3|83643_calculated,10.98,5.7756,10,p,
CELF2|10659_calculated,10.3148,2.7506,10,p,
PARD3|56288_calculated,10.246,8.9008,10,p,
TAF3|83860_calculated,10.1519,8.4608,10,p,
ACBD5|91452_calculated,9.8429,14.5856,10,p,
KIAA1217|56243_calculated,9.8281,12.1314,10,p,
IL15RA|3601_calculated,9.825,13.4444,10,p,
IDI1|3422_calculated,9.5257,16.631,10,p,
SEPHS1|22929_calculated,9.3508,11.5363,10,p,
EPC1|80314_calculated,8.8271,7.2219,10,p,
FAM208B|54906|1of2_calculated,8.8114,8.7403,10,p,
FAM188A|80013_calculated,8.6219,6.6997,10,p,
OTUD1|220213_calculated,8.6078,7.8021,10,p,
RPP38|10557_calculated,8.5931,12.499,10,p,
FZD8|8325_calculated,8.4387,5.7711,10,p,
ASB13|79754_calculated,8.4334,10.2147,10,p,
CUL2|8453_calculated,7.632,8.2325,10,p,
APBB1IP|54518_calculated,7.3605,6.9051,10,p,
ZNF33A|7581_calculated,7.0303,5.8216,10,p,
KIAA1462|57608_calculated,6.7475,4.4987,10,p,
DIP2C|22982_calculated,6.5097,2.404,10,p,
DHTKD1|55526_calculated,6.3937,7.7625,10,p,
ARL5B|221079_calculated,6.2995,8.6802,10,p,
MLLT10|8028_calculated,6.0735,4.8425,10,p,
ZNF25|219749_calculated,5.8624,2.1018,10,p,
PRPF18|8559_calculated,5.7621,6.0651,10,p,
PTER|9317_calculated,5.5139,7.8976,10,p,
USP6NL|9712_calculated,5.2153,6.3884,10,p,
MAP3K8|1326_calculated,5.0825,5.0749,10,p,
HSPA14|51182_calculated,5.038,7.653,10,p,
PDSS1|23590_calculated,4.754,9.5259,10,p,
ZNF37A|7587_calculated,4.5878,3.6815,10,p,
PRTFDC1|56952_calculated,4.5379,4.4402,10,p,
ZNF438|220929_calculated,4.3885,3.0517,10,p,
CAMK1D|57118_calculated,4.2578,2.0539,10,p,
